Model,MSO2024
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-07,,,
Filter Frequency,2e+08,,,
Record Length,1.25e+06,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,1,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH4,CH4 Peak Detect
8.886720e-03,-1,-1.08,0.74,0.7
8.886880e-03,-1,-0.92,0.7,0.74
8.887040e-03,-1,-1.08,0.74,0.7
8.887200e-03,-1,-0.92,0.7,0.74
8.887360e-03,-1,-1,0.74,0.7
8.887520e-03,-1,-0.92,0.7,0.74
8.887680e-03,-1,-1,0.7,0.7
8.887840e-03,-1,-0.92,0.74,0.74
8.888000e-03,-1,-1,0.7,0.7
8.888160e-03,-1,-0.92,0.74,0.74
8.888320e-03,-1,-1,0.7,0.7
8.888480e-03,-1,-0.92,0.74,0.74
8.888640e-03,-1,-1,0.7,0.7
8.888800e-03,-1,-0.92,0.7,0.74
8.888960e-03,-1,-1,0.7,0.7
8.889120e-03,-1,-0.92,0.74,0.74
8.889280e-03,-1,-1,0.74,0.7
8.889440e-03,-1,-0.92,0.74,0.74
8.889600e-03,-1,-1,0.74,0.7
8.889760e-03,-1,-0.92,0.74,0.74
8.889920e-03,-0.92,-1,0.74,0.7
8.890080e-03,-1,-0.92,0.74,0.74
8.890240e-03,-1,-1,0.74,0.7
8.890400e-03,-0.92,-0.92,0.7,0.74
8.890560e-03,-1,-1,0.7,0.7
8.890720e-03,-1,-0.92,0.74,0.74
8.890880e-03,-1,-1,0.7,0.7
8.891040e-03,-1,-0.92,0.7,0.74
8.891200e-03,-1,-1,0.7,0.7
8.891360e-03,-1,-0.92,0.7,0.74
8.891520e-03,-0.92,-1.08,0.7,0.7
8.891680e-03,-1,-0.92,0.7,0.74
8.891840e-03,-1,-1,0.7,0.7
8.892000e-03,-1,-0.92,0.74,0.74
8.892160e-03,-1,-1,0.7,0.7
8.892320e-03,-1,-0.92,0.7,0.74
8.892480e-03,-1,-1,0.74,0.7
8.892640e-03,-0.92,-0.92,0.74,0.74
8.892800e-03,-1,-1.08,0.7,0.7
8.892960e-03,-1,-0.92,0.74,0.74
8.893120e-03,-1,-1,0.7,0.7
8.893280e-03,-0.92,-0.92,0.74,0.74
8.893440e-03,-1,-1.08,0.7,0.7
8.893600e-03,-1,-0.92,0.7,0.74
8.893760e-03,-1,-1.08,0.7,0.7
8.893920e-03,-0.92,-0.92,0.7,0.74
8.894080e-03,-1,-1,0.7,0.7
8.894240e-03,-1,-0.92,0.74,0.74
8.894400e-03,-1,-1.08,0.74,0.7
8.894560e-03,-1,-0.92,0.7,0.74
8.894720e-03,-1,-1,0.74,0.7
8.894880e-03,-1,-0.92,0.74,0.74
8.895040e-03,-0.92,-1,0.7,0.7
8.895200e-03,-1,-0.92,0.7,0.74
8.895360e-03,-1,-1,0.7,0.7
8.895520e-03,-1,-0.92,0.74,0.74
8.895680e-03,-1,-1,0.74,0.7
8.895840e-03,-1,-0.92,0.7,0.74
8.896000e-03,-1,-1.08,0.74,0.7
8.896160e-03,-1,-0.92,0.74,0.74
8.896320e-03,-1,-1,0.74,0.7
8.896480e-03,-1,-0.92,0.74,0.74
8.896640e-03,-1,-1,0.7,0.7
8.896800e-03,-1,-0.92,0.74,0.74
8.896960e-03,-1,-1,0.74,0.7
8.897120e-03,-1,-0.92,0.74,0.74
8.897280e-03,-1,-1.08,0.7,0.7
8.897440e-03,-1,-0.92,0.7,0.74
8.897600e-03,-1,-1,0.7,0.7
8.897760e-03,-1,-0.92,0.74,0.74
8.897920e-03,-1,-1.08,0.7,0.7
8.898080e-03,-1,-0.92,0.7,0.74
8.898240e-03,-1,-1,0.74,0.7
8.898400e-03,-1,-0.92,0.74,0.74
8.898560e-03,-1,-1.08,0.74,0.7
8.898720e-03,-1,-0.92,0.74,0.74
8.898880e-03,-1,-1.08,0.7,0.7
8.899040e-03,-1,-0.92,0.7,0.74
8.899200e-03,-1,-1.08,0.74,0.7
8.899360e-03,-1,-0.92,0.74,0.74
8.899520e-03,-1,-1,0.7,0.7
8.899680e-03,-1,-0.92,0.74,0.74
8.899840e-03,-1,-1,0.74,0.7
8.900000e-03,-1,-0.92,0.74,0.74
8.900160e-03,-0.92,-1,0.7,0.7
8.900320e-03,-1,-0.92,0.7,0.74
8.900480e-03,-1,-1,0.7,0.7
8.900640e-03,-1,-0.92,0.7,0.74
8.900800e-03,-1,-1,0.7,0.7
8.900960e-03,-1,-0.92,0.7,0.74
8.901120e-03,-1,-1,0.7,0.7
8.901280e-03,-1,-0.92,0.7,0.74
8.901440e-03,-1,-1,0.7,0.7
8.901600e-03,-1,-0.92,0.74,0.74
8.901760e-03,-1,-1.08,0.7,0.7
8.901920e-03,-1,-0.92,0.7,0.74
8.902080e-03,-1,-1,0.74,0.7
8.902240e-03,-1,-0.92,0.7,0.74
8.902400e-03,-1,-1.08,0.74,0.7
8.902560e-03,-1,-0.92,0.74,0.74
8.902720e-03,-1,-1.08,0.7,0.7
8.902880e-03,-1,-0.92,0.7,0.74
8.903040e-03,-1,-1.08,0.74,0.7
8.903200e-03,-1,-0.92,0.7,0.74
8.903360e-03,-1,-1.08,0.7,0.7
8.903520e-03,-1,-0.92,0.7,0.74
8.903680e-03,-1,-1.08,0.7,0.7
8.903840e-03,-1,-0.92,0.74,0.74
8.904000e-03,-1,-1.08,0.7,0.7
8.904160e-03,-1,-0.92,0.74,0.74
8.904320e-03,-1,-1.08,0.74,0.7
8.904480e-03,-1,-0.92,0.7,0.74
8.904640e-03,-1,-1.08,0.74,0.7
8.904800e-03,-1,-0.92,0.7,0.74
8.904960e-03,-1,-1,0.74,0.7
8.905120e-03,-1,-0.92,0.74,0.74
8.905280e-03,-1,-1.08,0.7,0.7
8.905440e-03,-1,-0.92,0.7,0.74
8.905600e-03,-1,-1.08,0.74,0.7
8.905760e-03,-1,-0.92,0.7,0.74
8.905920e-03,-1,-1.08,0.74,0.7
8.906080e-03,-1,-0.92,0.7,0.74
8.906240e-03,-1,-1.08,0.74,0.7
8.906400e-03,-1,-0.92,0.74,0.74
8.906560e-03,-1,-1.08,0.74,0.7
8.906720e-03,-1,-0.92,0.7,0.74
8.906880e-03,-1,-1.08,0.74,0.7
8.907040e-03,-1,-0.92,0.74,0.74
8.907200e-03,-1,-1.08,0.74,0.7
8.907360e-03,-1,-0.92,0.7,0.74
8.907520e-03,-1,-1.08,0.7,0.7
8.907680e-03,-1,-0.92,0.7,0.74
8.907840e-03,-1,-1.08,0.74,0.7
8.908000e-03,-1,-0.92,0.74,0.74
8.908160e-03,-1,-1.08,0.7,0.7
8.908320e-03,-1,-0.92,0.7,0.74
8.908480e-03,-1,-1.08,0.7,0.7
8.908640e-03,-1,-0.92,0.74,0.74
8.908800e-03,-1,-1,0.74,0.7
8.908960e-03,-1,-0.92,0.7,0.74
8.909120e-03,-1,-1.08,0.7,0.7
8.909280e-03,-1,-0.92,0.74,0.74
8.909440e-03,-1,-1.08,0.7,0.7
8.909600e-03,-1,-0.92,0.7,0.74
8.909760e-03,-1,-1.08,0.7,0.7
8.909920e-03,-1,-0.92,0.74,0.74
8.910080e-03,-1,-1.08,0.74,0.7
8.910240e-03,-1,-0.92,0.74,0.74
8.910400e-03,-1,-1.08,0.74,0.7
8.910560e-03,-1,-0.92,0.7,0.74
8.910720e-03,-1,-1.08,0.7,0.7
8.910880e-03,-1,-0.92,0.74,0.74
8.911040e-03,-1,-1.08,0.7,0.7
8.911200e-03,-1,-0.92,0.74,0.74
8.911360e-03,-1,-1.08,0.7,0.7
8.911520e-03,-1,-0.92,0.7,0.74
8.911680e-03,-1,-1,0.74,0.7
8.911840e-03,-1,-0.92,0.74,0.74
8.912000e-03,-1,-1.08,0.74,0.7
8.912160e-03,-1,-0.92,0.74,0.74
8.912320e-03,-1,-1.08,0.7,0.7
8.912480e-03,-1,-0.92,0.74,0.74
8.912640e-03,-1,-1.08,0.74,0.7
8.912800e-03,-1,-0.92,0.74,0.74
8.912960e-03,-1,-1.08,0.74,0.7
8.913120e-03,-1,-0.92,0.74,0.74
8.913280e-03,-1,-1.08,0.74,0.7
8.913440e-03,-1,-0.92,0.7,0.74
8.913600e-03,-1,-1.08,0.7,0.7
8.913760e-03,-1,-0.92,0.74,0.74
8.913920e-03,-1,-1.08,0.7,0.7
8.914080e-03,-1,-0.92,0.74,0.74
8.914240e-03,-1,-1,0.7,0.7
8.914400e-03,-1,-0.92,0.74,0.74
8.914560e-03,-1,-1.08,0.7,0.7
8.914720e-03,-1,-0.92,0.7,0.74
8.914880e-03,-1,-1.08,0.7,0.7
8.915040e-03,-1,-0.92,0.74,0.74
8.915200e-03,-1,-1.08,0.74,0.7
8.915360e-03,-1,-0.92,0.74,0.74
8.915520e-03,-1,-1,0.74,0.7
8.915680e-03,-1,-0.92,0.74,0.74
8.915840e-03,-1,-1,0.74,0.7
8.916000e-03,-1,-0.92,0.74,0.74
8.916160e-03,-1,-1.08,0.74,0.7
8.916320e-03,-1,-0.92,0.74,0.74
8.916480e-03,-1,-1.08,0.7,0.7
8.916640e-03,-1,-0.92,0.74,0.74
8.916800e-03,-1,-1.08,0.74,0.7
8.916960e-03,-1,-0.92,0.74,0.74
8.917120e-03,-1,-1.08,0.7,0.7
8.917280e-03,-1,-0.92,0.7,0.74
8.917440e-03,-1,-1.08,0.7,0.7
8.917600e-03,-1,-0.92,0.7,0.74
8.917760e-03,-1,-1.08,0.7,0.7
8.917920e-03,-1,-0.92,0.74,0.74
8.918080e-03,-1,-1.08,0.74,0.7
8.918240e-03,-1,-0.92,0.74,0.74
8.918400e-03,-1,-1.08,0.7,0.7
8.918560e-03,-1,-0.92,0.7,0.74
8.918720e-03,-1,-1.08,0.74,0.7
8.918880e-03,-1.08,-0.92,0.7,0.74
8.919040e-03,-1,-1.08,0.74,0.7
8.919200e-03,-1,-0.92,0.74,0.74
8.919360e-03,-1,-1.08,0.74,0.7
8.919520e-03,-1,-0.92,0.74,0.74
8.919680e-03,-1,-1.08,0.74,0.7
8.919840e-03,-1,-0.92,0.74,0.74
8.920000e-03,-1,-1.08,0.7,0.7
8.920160e-03,-1,-0.92,0.7,0.74
8.920320e-03,-1,-1.08,0.74,0.7
8.920480e-03,-1,-0.92,0.74,0.74
8.920640e-03,-1,-1.08,0.7,0.7
8.920800e-03,-1,-0.92,0.74,0.74
8.920960e-03,-1,-1.08,0.7,0.7
8.921120e-03,-1,-0.92,0.7,0.74
8.921280e-03,-1,-1.08,0.7,0.7
8.921440e-03,-1,-0.92,0.74,0.74
8.921600e-03,-1,-1.08,0.7,0.7
8.921760e-03,-1,-0.92,0.74,0.74
8.921920e-03,-1,-1.08,0.7,0.7
8.922080e-03,-1,-0.92,0.7,0.74
8.922240e-03,-1,-1.08,0.74,0.7
8.922400e-03,-1,-0.92,0.7,0.74
8.922560e-03,-1,-1.08,0.7,0.7
8.922720e-03,-1,-0.92,0.74,0.74
8.922880e-03,-1,-1.08,0.74,0.7
8.923040e-03,-1,-0.92,0.7,0.74
8.923200e-03,-1,-1.08,0.7,0.7
8.923360e-03,-1,-0.92,0.74,0.74
8.923520e-03,-1,-1.08,0.74,0.7
8.923680e-03,-1,-0.92,0.7,0.74
8.923840e-03,-1,-1,0.74,0.7
8.924000e-03,-1,-0.92,0.74,0.74
8.924160e-03,-1,-1.08,0.74,0.7
8.924320e-03,-1,-0.92,0.74,0.74
8.924480e-03,-1,-1.08,0.7,0.7
8.924640e-03,-1,-0.92,0.74,0.74
8.924800e-03,-1,-1.08,0.74,0.7
8.924960e-03,-1,-0.92,0.7,0.74
8.925120e-03,-1,-1.08,0.7,0.7
8.925280e-03,-1,-0.92,0.7,0.74
8.925440e-03,-1,-1.08,0.74,0.7
8.925600e-03,-1,-0.92,0.74,0.74
8.925760e-03,-1,-1.08,0.74,0.7
8.925920e-03,-1,-0.92,0.74,0.74
8.926080e-03,-1,-1.08,0.74,0.7
8.926240e-03,-1,-0.92,0.74,0.74
8.926400e-03,-1,-1.08,0.7,0.7
8.926560e-03,-1,-0.92,0.7,0.74
8.926720e-03,-1,-1.08,0.7,0.7
8.926880e-03,-1,-0.92,0.74,0.74
8.927040e-03,-1,-1.08,0.7,0.7
8.927200e-03,-1,-0.92,0.7,0.74
8.927360e-03,-1,-1.08,0.7,0.7
8.927520e-03,-1,-0.92,0.74,0.74
8.927680e-03,-1,-1.08,0.74,0.7
8.927840e-03,-1,-0.92,0.74,0.74
8.928000e-03,-1,-1.08,0.74,0.7
8.928160e-03,-1,-0.92,0.74,0.74
8.928320e-03,-1,-1.08,0.74,0.7
8.928480e-03,-1.08,-0.92,0.7,0.74
8.928640e-03,-1,-1.08,0.74,0.7
8.928800e-03,-1,-0.92,0.7,0.74
8.928960e-03,-1,-1.08,0.7,0.7
8.929120e-03,-1,-0.92,0.7,0.74
8.929280e-03,-1,-1.08,0.74,0.7
8.929440e-03,-1,-0.92,0.74,0.74
8.929600e-03,-1,-1.08,0.74,0.7
8.929760e-03,-1,-0.92,0.7,0.74
8.929920e-03,-1,-1.08,0.74,0.7
8.930080e-03,-1,-0.92,0.74,0.74
8.930240e-03,-1,-1.08,0.74,0.7
8.930400e-03,-1,-0.92,0.74,0.74
8.930560e-03,-1,-1.08,0.74,0.7
8.930720e-03,-1,-0.92,0.74,0.74
8.930880e-03,-1,-1.08,0.74,0.7
8.931040e-03,-1,-0.92,0.74,0.74
8.931200e-03,-1,-1.08,0.7,0.7
8.931360e-03,-0.92,-0.92,0.74,0.74
8.931520e-03,-1,-1.08,0.74,0.7
8.931680e-03,-1,-0.92,0.7,0.74
8.931840e-03,-1,-1.08,0.74,0.7
8.932000e-03,-1,-0.92,0.74,0.74
8.932160e-03,-1,-1.08,0.7,0.7
8.932320e-03,-1,-0.92,0.74,0.74
8.932480e-03,-1,-1.08,0.7,0.7
8.932640e-03,-1,-0.92,0.7,0.74
8.932800e-03,-1,-1.08,0.74,0.7
8.932960e-03,-1,-0.92,0.74,0.74
8.933120e-03,-1,-1.08,0.7,0.7
8.933280e-03,-1,-0.92,0.74,0.74
8.933440e-03,-1,-1.08,0.7,0.7
8.933600e-03,-1,-0.92,0.74,0.74
8.933760e-03,-1,-1.08,0.7,0.7
8.933920e-03,-1,-0.92,0.7,0.74
8.934080e-03,-1,-1.08,0.7,0.7
8.934240e-03,-1,-0.92,0.74,0.74
8.934400e-03,-1,-1.08,0.74,0.7
8.934560e-03,-1,-0.92,0.74,0.74
8.934720e-03,-1,-1.08,0.7,0.7
8.934880e-03,-1,-0.92,0.74,0.74
8.935040e-03,-1,-1.08,0.7,0.7
8.935200e-03,-1,-0.92,0.7,0.74
8.935360e-03,-1,-1.08,0.74,0.7
8.935520e-03,-1,-0.92,0.7,0.74
8.935680e-03,-1,-1.08,0.7,0.7
8.935840e-03,-1,-0.92,0.74,0.74
8.936000e-03,-1,-1.08,0.7,0.7
8.936160e-03,-1,-0.92,0.74,0.74
8.936320e-03,-1,-1,0.7,0.7
8.936480e-03,-1,-0.92,0.7,0.74
8.936640e-03,-1,-1.08,0.7,0.7
8.936800e-03,-1,-0.92,0.7,0.74
8.936960e-03,-1,-1.08,0.74,0.7
8.937120e-03,-1,-0.92,0.7,0.74
8.937280e-03,-1,-1.08,0.74,0.7
8.937440e-03,-1,-0.92,0.7,0.74
8.937600e-03,-1,-1.08,0.7,0.7
8.937760e-03,-1,-0.92,0.74,0.74
8.937920e-03,-1,-1.08,0.7,0.7
8.938080e-03,-1,-0.92,0.7,0.74
8.938240e-03,-1,-1.08,0.7,0.7
8.938400e-03,-1.08,-0.92,0.7,0.74
8.938560e-03,-1,-1.08,0.7,0.7
8.938720e-03,-1,-0.92,0.7,0.74
8.938880e-03,-1,-1.08,0.7,0.7
8.939040e-03,-1,-0.92,0.74,0.74
8.939200e-03,-1,-1.08,0.74,0.7
8.939360e-03,-1,-0.92,0.7,0.74
8.939520e-03,-1,-1.08,0.74,0.7
8.939680e-03,-1,-0.92,0.7,0.74
8.939840e-03,-1,-1.08,0.74,0.7
8.940000e-03,-1,-0.92,0.74,0.74
8.940160e-03,-1,-1.08,0.74,0.7
8.940320e-03,-1,-0.92,0.7,0.74
8.940480e-03,-1,-1.08,0.7,0.7
8.940640e-03,-1.08,-0.92,0.7,0.74
8.940800e-03,-1,-1.08,0.7,0.7
8.940960e-03,-1,-0.92,0.7,0.74
8.941120e-03,-1,-1.08,0.7,0.7
8.941280e-03,-1,-0.92,0.7,0.74
8.941440e-03,-1,-1.08,0.74,0.7
8.941600e-03,-1,-0.92,0.74,0.74
8.941760e-03,-1,-1.08,0.7,0.7
8.941920e-03,-1,-0.92,0.74,0.74
8.942080e-03,-1,-1.08,0.74,0.7
8.942240e-03,-1,-0.92,0.7,0.74
8.942400e-03,-1,-1.08,0.74,0.7
8.942560e-03,-1,-0.92,0.7,0.74
8.942720e-03,-1,-1.08,0.74,0.7
8.942880e-03,-1,-0.92,0.74,0.74
8.943040e-03,-1,-1.08,0.7,0.7
8.943200e-03,-1,-0.92,0.74,0.74
8.943360e-03,-1,-1.08,0.7,0.7
8.943520e-03,-1,-0.92,0.74,0.74
8.943680e-03,-1,-1.08,0.74,0.7
8.943840e-03,-1,-0.92,0.74,0.74
8.944000e-03,-1,-1.08,0.74,0.7
8.944160e-03,-1,-0.92,0.7,0.74
8.944320e-03,-1,-1.08,0.7,0.7
8.944480e-03,-1,-0.92,0.74,0.74
8.944640e-03,-1,-1.08,0.7,0.7
8.944800e-03,-1,-0.92,0.74,0.74
8.944960e-03,-1.08,-1.08,0.74,0.7
8.945120e-03,-1.08,-0.92,0.7,0.74
8.945280e-03,-1,-1.08,0.7,0.7
8.945440e-03,-1,-0.92,0.74,0.74
8.945600e-03,-1.08,-1.08,0.74,0.7
8.945760e-03,-1,-0.92,0.7,0.74
8.945920e-03,-1,-1.08,0.74,0.7
8.946080e-03,-1,-0.92,0.74,0.74
8.946240e-03,-1.08,-1.08,0.74,0.7
8.946400e-03,-1,-0.92,0.7,0.74
8.946560e-03,-1,-1.08,0.74,0.7
8.946720e-03,-1,-0.92,0.74,0.74
8.946880e-03,-1,-1.08,0.7,0.7
8.947040e-03,-1,-0.92,0.74,0.74
8.947200e-03,-1,-1.08,0.74,0.7
8.947360e-03,-1,-0.92,0.7,0.74
8.947520e-03,-1,-1.08,0.74,0.7
8.947680e-03,-1,-0.92,0.7,0.74
8.947840e-03,-1,-1.08,0.7,0.7
8.948000e-03,-1,-0.92,0.74,0.74
8.948160e-03,-1,-1.08,0.7,0.7
8.948320e-03,-1,-0.92,0.74,0.74
8.948480e-03,-1,-1.08,0.74,0.7
8.948640e-03,-1,-0.92,0.7,0.74
8.948800e-03,-1,-1.08,0.74,0.7
8.948960e-03,-1,-0.92,0.74,0.74
8.949120e-03,-1,-1.08,0.74,0.7
8.949280e-03,-1,-0.92,0.74,0.74
8.949440e-03,-1,-1.08,0.7,0.7
8.949600e-03,-1.08,-0.92,0.7,0.74
8.949760e-03,-1,-1.08,0.7,0.7
8.949920e-03,-1,-0.92,0.74,0.74
8.950080e-03,-1,-1.08,0.74,0.7
8.950240e-03,-1,-0.92,0.74,0.74
8.950400e-03,-1,-1.08,0.74,0.7
8.950560e-03,-1,-0.92,0.74,0.74
8.950720e-03,-1,-1.08,0.7,0.7
8.950880e-03,-1,-0.92,0.74,0.74
8.951040e-03,-1,-1.08,0.74,0.7
8.951200e-03,-1,-0.92,0.74,0.74
8.951360e-03,-1,-1,0.7,0.7
8.951520e-03,-1,-0.92,0.74,0.74
8.951680e-03,-1,-1.08,0.74,0.7
8.951840e-03,-1,-0.92,0.74,0.74
8.952000e-03,-1,-1.08,0.7,0.7
8.952160e-03,-1,-0.92,0.74,0.74
8.952320e-03,-1,-1.08,0.74,0.7
8.952480e-03,-1,-0.92,0.7,0.74
8.952640e-03,-1,-1.08,0.74,0.7
8.952800e-03,-1,-0.92,0.74,0.74
8.952960e-03,-1,-1.08,0.74,0.7
8.953120e-03,-1,-0.92,0.7,0.74
8.953280e-03,-1,-1.08,0.74,0.7
8.953440e-03,-1,-0.92,0.74,0.74
8.953600e-03,-1,-1.08,0.74,0.7
8.953760e-03,-1,-0.92,0.7,0.74
8.953920e-03,-1,-1.08,0.74,0.7
8.954080e-03,-1,-0.92,0.7,0.74
8.954240e-03,-1,-1.08,0.74,0.7
8.954400e-03,-1,-0.92,0.74,0.74
8.954560e-03,-1,-1.08,0.7,0.7
8.954720e-03,-1,-0.92,0.74,0.74
8.954880e-03,-1,-1.08,0.74,0.7
8.955040e-03,-1,-0.92,0.7,0.74
8.955200e-03,-1,-1,0.7,0.7
8.955360e-03,-1,-0.92,0.74,0.74
8.955520e-03,-1,-1,0.7,0.7
8.955680e-03,-1,-0.92,0.74,0.74
8.955840e-03,-1,-1,0.74,0.7
8.956000e-03,-1,-0.92,0.7,0.74
8.956160e-03,-1,-1,0.74,0.7
8.956320e-03,-1,-0.92,0.74,0.74
8.956480e-03,-1,-1.08,0.74,0.7
8.956640e-03,-1,-0.92,0.74,0.74
8.956800e-03,-1,-1.08,0.7,0.7
8.956960e-03,-1,-0.92,0.74,0.74
8.957120e-03,-1,-1.08,0.74,0.7
8.957280e-03,-1,-0.92,0.74,0.74
8.957440e-03,-1,-1.08,0.74,0.7
8.957600e-03,-1,-0.92,0.74,0.74
8.957760e-03,-1,-1.08,0.74,0.7
8.957920e-03,-1,-0.92,0.7,0.74
8.958080e-03,-1,-1.08,0.7,0.7
8.958240e-03,-1,-0.92,0.7,0.74
8.958400e-03,-1,-1.08,0.7,0.7
8.958560e-03,-1,-0.92,0.74,0.74
8.958720e-03,-1,-1.08,0.7,0.7
8.958880e-03,-1,-0.92,0.74,0.74
8.959040e-03,-1,-1,0.74,0.7
8.959200e-03,-1,-0.92,0.74,0.74
8.959360e-03,-1,-1.08,0.7,0.7
8.959520e-03,-1,-0.92,0.7,0.74
8.959680e-03,-1,-1.08,0.7,0.7
8.959840e-03,-1,-0.92,0.74,0.74
8.960000e-03,-1,-1.08,0.7,0.7
8.960160e-03,-1,-0.92,0.7,0.74
8.960320e-03,-1,-1.08,0.74,0.7
8.960480e-03,-1,-0.92,0.7,0.74
8.960640e-03,-1,-1.08,0.74,0.7
8.960800e-03,-1,-0.92,0.7,0.74
8.960960e-03,-1,-1.08,0.74,0.7
8.961120e-03,-1,-0.92,0.74,0.74
8.961280e-03,-1,-1,0.74,0.7
8.961440e-03,-1,-0.92,0.74,0.74
8.961600e-03,-1,-1,0.7,0.7
8.961760e-03,-1,-0.92,0.74,0.74
8.961920e-03,-1,-1.08,0.7,0.7
8.962080e-03,-1,-0.92,0.7,0.74
8.962240e-03,-1,-1.08,0.7,0.7
8.962400e-03,-1,-0.92,0.74,0.74
8.962560e-03,-1,-1.08,0.74,0.7
8.962720e-03,-1,-0.92,0.74,0.74
8.962880e-03,-1,-1.08,0.7,0.7
8.963040e-03,-1,-0.92,0.74,0.74
8.963200e-03,-1,-1.08,0.7,0.7
8.963360e-03,-1,-0.92,0.74,0.74
8.963520e-03,-1,-1,0.74,0.7
8.963680e-03,-1,-0.92,0.74,0.74
8.963840e-03,-1,-1.08,0.74,0.7
8.964000e-03,-1,-0.92,0.74,0.74
8.964160e-03,-1,-1.08,0.74,0.7
8.964320e-03,-1,-0.92,0.74,0.74
8.964480e-03,-1,-1.08,0.74,0.7
8.964640e-03,-1,-0.92,0.7,0.74
8.964800e-03,-1,-1.08,0.74,0.7
8.964960e-03,-1,-0.92,0.74,0.74
8.965120e-03,-1,-1,0.74,0.7
8.965280e-03,-1,-0.92,0.7,0.74
8.965440e-03,-1,-1,0.7,0.7
8.965600e-03,-1,-0.92,0.74,0.74
8.965760e-03,-1,-1.08,0.7,0.7
8.965920e-03,-1,-0.92,0.74,0.74
8.966080e-03,-1,-1.08,0.74,0.7
8.966240e-03,-1,-0.92,0.74,0.74
8.966400e-03,-1,-1.08,0.74,0.7
8.966560e-03,-1,-0.92,0.74,0.74
8.966720e-03,-1,-1.08,0.74,0.7
8.966880e-03,-1,-0.92,0.7,0.74
8.967040e-03,-1,-1.08,0.7,0.7
8.967200e-03,-1,-0.92,0.74,0.74
8.967360e-03,-1,-1.08,0.74,0.7
8.967520e-03,-1,-0.92,0.74,0.74
8.967680e-03,-1,-1.08,0.74,0.7
8.967840e-03,-1,-0.92,0.74,0.74
8.968000e-03,-1,-1,0.74,0.7
8.968160e-03,-1,-0.92,0.74,0.74
8.968320e-03,-1,-1.08,0.7,0.7
8.968480e-03,-1,-0.92,0.74,0.74
8.968640e-03,-1,-1.08,0.7,0.7
8.968800e-03,-1,-0.92,0.7,0.74
8.968960e-03,-1,-1.08,0.74,0.7
8.969120e-03,-1,-0.92,0.74,0.74
8.969280e-03,-1,-1.08,0.74,0.7
8.969440e-03,-1,-0.92,0.7,0.74
8.969600e-03,-1,-1.08,0.74,0.7
8.969760e-03,-1,-0.92,0.74,0.74
8.969920e-03,-1,-1.08,0.74,0.7
8.970080e-03,-1,-0.92,0.74,0.74
8.970240e-03,-1,-1.08,0.74,0.7
8.970400e-03,-1,-0.92,0.74,0.74
8.970560e-03,-1,-1,0.74,0.7
8.970720e-03,-1,-0.92,0.74,0.74
8.970880e-03,-1,-1.08,0.74,0.7
8.971040e-03,-0.92,-0.92,0.74,0.74
8.971200e-03,-1,-1.08,0.7,0.7
8.971360e-03,-1,-0.92,0.74,0.74
8.971520e-03,-1,-1.08,0.7,0.7
8.971680e-03,-1,-0.92,0.74,0.74
8.971840e-03,-1,-1.08,0.74,0.7
8.972000e-03,-1.08,-0.92,0.74,0.74
8.972160e-03,-1,-1.08,0.7,0.7
8.972320e-03,-1,-0.92,0.74,0.74
8.972480e-03,-1,-1.08,0.7,0.7
8.972640e-03,-1,-0.92,0.74,0.74
8.972800e-03,-1,-1.08,0.74,0.7
8.972960e-03,-1,-0.92,0.74,0.74
8.973120e-03,-1,-1.08,0.74,0.7
8.973280e-03,-1.08,-0.92,0.74,0.74
8.973440e-03,-1,-1.08,0.74,0.7
8.973600e-03,-1,-0.92,0.74,0.74
8.973760e-03,-1,-1.08,0.74,0.7
8.973920e-03,-1,-0.92,0.74,0.74
8.974080e-03,-1,-1.08,0.74,0.7
8.974240e-03,-1.08,-0.92,0.74,0.74
8.974400e-03,-1,-1.08,0.74,0.7
8.974560e-03,-1,-0.92,0.7,0.74
8.974720e-03,-1.08,-1.08,0.74,0.7
8.974880e-03,-1,-0.92,0.74,0.74
8.975040e-03,-1,-1.08,0.74,0.7
8.975200e-03,-1,-0.92,0.74,0.74
8.975360e-03,-1,-1.08,0.74,0.7
8.975520e-03,-1,-0.92,0.7,0.74
8.975680e-03,-1,-1.08,0.74,0.7
8.975840e-03,-1,-0.92,0.74,0.74
8.976000e-03,-1,-1.08,0.7,0.7
8.976160e-03,-1,-0.92,0.74,0.74
8.976320e-03,-1,-1.08,0.7,0.7
8.976480e-03,-1,-0.92,0.74,0.74
8.976640e-03,-1,-1.08,0.74,0.7
8.976800e-03,-1,-0.92,0.74,0.74
8.976960e-03,-1,-1.08,0.74,0.7
8.977120e-03,-1,-0.92,0.74,0.74
8.977280e-03,-1,-1.08,0.74,0.7
8.977440e-03,-1,-0.92,0.74,0.74
8.977600e-03,-1,-1,0.74,0.7
8.977760e-03,-1,-0.92,0.74,0.78
8.977920e-03,-1,-1.08,0.74,0.7
8.978080e-03,-1,-0.92,0.74,0.74
8.978240e-03,-1,-1.08,0.74,0.7
8.978400e-03,-1,-0.92,0.74,0.74
8.978560e-03,-1,-1.08,0.74,0.7
8.978720e-03,-1,-0.92,0.74,0.74
